FID,Node,Surface_El,Elevation,Dwn_Length,Dwn_Node,X,Y
643,D092504,4235.9287,999,163.839295,D092085,1527106.274,7434134.293
644,D092106,4236.6724,999,135.620982,D092105,1527249.249,7434120.881
645,D092101,4236.9307,999,284.488928,D092504,1527390.762,7434133.646
646,D101140,4232.9702,999,368.677876,D101132,1526042.655,7434136.217
647,D092092,4235.2686,999,388.930896,D101151,1526843.489,7434121.304
648,D091223,4244.5889,999,414.139874,D091222,1528655.019,7438303.396
649,D079038,4262.1943,999,382.865974,D079033,1530942.75,7437900.122
650,D067076,4300.7681,999,324.824643,D067072,1533757.257,7437882.413
652,D090117,4253.5308,999,149.685737,D090500,1528661.417,7439536.559
653,D079023,4249.5654,999,343.940558,D091098,1529857.351,7437905.643
654,D092500,4241.2847,999,322.119437,D092501,1527879.813,7433761.124
655,D092501,4241.0151,999,131.472879,D092117,1527867.696,7434082.95
657,D067072,4292.9683,999,273.795325,D067044,1533432.434,7437881.571
658,D067055,4309.0396,999,343.728362,D067076,1534100.973,7437879.539
659,D100298,4231.729,999,187.609014,D100198,1525838.069,7437060.087
660,D112056,4228.9595,999,30.504021,D112055,1522963.627,7431160.39
665,SD163,4356.8618,999,134.731728,D057172,1535787.421,7428019.972
666,D057172,4355.7031,999,10.741445,D057003,1535712.563,7428136.15
667,D093043,4245.3218,999,429.053846,D092019,1528234.056,7433496.631
669,D112078,4228.0889,999,24.611479,D112062,1523438.372,7431156.038
672,D055245,4318.0928,999,10.916487,SD5618,1534954.089,7432319.932
674,SD3057,4312.082,999,36.497892,SD3056,1534586.432,7432564.922
675,D093035,4263.9136,999,361.921955,D093032,1529341.834,7431174.778
676,D093030,4258.8945,999,353.760475,D093027,1528630.798,7431177.809
677,SD3058,4318.1011,999,2.497911,SD3057,1534939.741,7432322.626
678,D093027,4256.3984,999,36.608348,D093046,1528277.051,7431180.903
679,D099074,4236.833,999,121.134296,D099071,1525496.267,7439574.773
680,D099071,4236.6279,999,401.634647,D099118,1525431.94,7439491.966
681,SD5542,4314.6055,999,50.72792,SD3057,1534627.467,7432535.098
682,D125035,4227.0869,999,14.645564,D125034,1519243.117,7431997
683,D041154,4544.209,999,431.893942,D041008,1537739.741,7437821.892
684,D041155,4544.5342,999,6.157214,D041154,1537745.82,7437820.913
685,D123152,4227.5566,999,216.522405,D123036,1519993.32,7437913.329
686,SD5618,4232.7222,999,3.682547,SD3058,1534943.36,7432321.947
687,SD5617,4233.5176,999,397.500327,SD5542,1534937.285,7432323.087
688,D123159,4227.4624,999,31.710342,SD2269,1519999.783,7437924.28
689,SD2269,4227.5122,999,66.734845,D123151,1519968.073,7437924.372
690,D123151,4227.6885,999,123.236889,D123034,1519901.341,7437925.038
692,D069103,4307.4028,999,43.200545,D069104,1534192.424,7432584.962
693,D111040,4230.6719,999,167.141221,D111031,1523873.043,7434138.425
694,D111037,4230.5698,999,564.253196,SD3075,1523876.963,7434153.638
695,D091074,4239.9536,999,197.77838,D091064,1527958.935,7437892.865
696,D100051,4230.6465,999,163.261175,D100042,1525040.522,7437905.306
697,D100242,4230.5762,999,74.061318,D100051,1525114.583,7437905.278
698,D100035,4230.1235,999,118.138703,D100031,1524759.748,7437906.791
699,D100031,4230.2305,999,158.931279,SD235,1524641.61,7437907.072
700,D110098,4230.1401,999,345.60722,D110215,1523802.37,7437912.888
701,D110506,4229.2305,999,129.048826,D110065,1522735.858,7437913.798
702,D123058,4227.8911,999,150.472794,D123233,1521168.018,7437941.86
703,D123162,4227.7529,999,87.275026,D123058,1521255.292,7437942.164
704,D123062,4227.4956,999,210.124726,D123162,1521465.416,7437941.38
705,D110509,4228.7764,999,47.496818,D110068,1523180.188,7437933.984
706,D110085,4229.2612,999,25.462504,D110268,1523478.554,7437932.531
707,D110096,4229.5811,999,339.471375,D110085,1523818.005,7437928.754
708,D091045,4235.9053,999,228.985939,D100095,1527018.513,7437913.808
709,D091042,4235.9146,999,363.334131,D100094,1526913.515,7437901.482
710,D079054,4275.8057,999,224.124766,D079052,1532085.397,7437886.999
711,D100065,4231.2529,999,92.076523,D100059,1525518.288,7437902.995
712,D100052,4230.4224,999,231.152738,D100040,1525111.742,7437918.298
713,D100040,4230.127,999,123.35373,D100039,1524880.593,7437919.602
714,D110117,4230.166,999,213.249901,D110109,1524194.267,7437921.808
715,SD238,4230.0078,999,50.239663,SD237,1523969.94,7437911.358
716,D110110,4230.0566,999,8.739787,SD238,1523978.672,7437910.993
717,D110097,4229.8711,999,2947.587543,D123049,1523799.092,7437918.853
718,D110112,4230.1055,999,44.330608,D110096,1523862.204,7437925.34
719,D110508,4229.3188,999,118.744086,D110200,1523023.792,7437913.264
720,D110065,4229.1621,999,244.537634,D110504,1522606.825,7437915.838
721,D110043,4231.4199,999,295.241096,D123071,1522058.869,7437939.507
722,D110059,4228.7769,999,249.765368,D110040,1522606.421,7437935.18
723,D110068,4229.2856,999,107.204294,D110507,1523132.691,7437934.088
724,D100059,4231.1045,999,311.635131,D100242,1525426.214,7437903.745
725,D110118,4230.457,999,66.912783,SD1577,1524198.353,7437909.086
726,SD1577,4230.2534,999,119.247567,D110510,1524131.44,7437909.041
727,D110510,4230.1172,999,33.551326,D110110,1524012.219,7437911.547
728,D110109,4229.8066,999,118.837808,D110112,1523981.022,7437923.187
729,D110215,4229.8877,999,228.782353,D110080,1523456.767,7437911.303
730,D110080,4229.4854,999,47.323043,D123049,1523227.985,7437911.902
731,D110500,4229.3789,999,156.876945,D110110,1523180.668,7437912.659
732,D110505,4228.5825,999,87.989682,D110059,1522694.411,7437934.903
733,D110071,4228.75,999,161.877014,D110505,1522856.286,7437935.613
734,D110268,4229.2666,999,272.907855,D110509,1523453.093,7437932.784
735,D100087,4233.8818,999,54.728858,D100077,1526363.931,7437917.9
736,D100227,4230.5459,999,183.618008,D100052,1525295.351,7437916.412
737,D100073,4232.75,999,71.254919,D100072,1525900.657,7437899.97
738,D091064,4239.0156,999,847.73723,D091042,1527761.248,7437898.884
739,D100095,4235.3652,999,243.013771,D100093,1526789.527,7437913.613
740,D100042,4230.377,999,117.516846,D100035,1524877.261,7437905.804
741,SD235,4231.0386,999,284.335235,D110118,1524482.688,7437908.814
742,SD285,4230.4507,999,174.930252,D110117,1524369.197,7437922.148
743,SD237,4230.0259,999,117.337792,D110080,1523919.701,7437911.62
744,D110111,4229.9141,999,181.656724,D110097,1523980.748,7437919.342
745,D110072,4229.1777,999,169.191996,D110506,1522905.048,7437913.192
746,D123071,4229.5249,999,298.216264,D123062,1521763.631,7437940.937
747,D110040,4229.1265,999,297.806596,D110043,1522356.672,7437937.994
748,D110507,4228.7256,999,169.205165,D110071,1523025.489,7437934.698
750,D100094,4234.7837,999,2569.494535,D110111,1526550.188,7437903.842
754,D112004,4229.5015,999,382.854732,D112093,1523019.831,7432940.047
759,D112057,4237.2256,999,284.001505,D112056,1523247.627,7431161.39
760,D112049,4229.147,999,130.41743,D112051,1523070.4,7431181.967
761,D113047,4230.3979,999,30.16013,D113046,1522053.792,7428136.515
762,D113046,4232.6665,999,98.256224,D126045,1522024.08,7428141.698
763,D126045,4233.9634,999,615.077049,D126126,1521925.983,7428147.278
764,D056031,4363.6855,999,252.58314,D056018,1535984.33,7430443.384
765,D112081,4229.3223,999,31.859871,D112004,1523051.687,7432940.568
766,SD2288,4230.292,999,11.731997,D112070,1522296.388,7432381.031
